,bus,highway,lines,name,network,operator,public_transport,ref_name,shelter,wheelchair,latitude,longitude,id,bench,route_ref,tactile_paving,bin,lastcheck,passenger_information_display,name:HVV,lit,check_date:shelter,wheelchair:description,local_ref,covered,note,ref,departures_board,fixme,removed:ref_name,description,comment,check_date:tactile_paving,toilets:wheelchair,bicycle_parking,line,source,surface
0,yes,bus_stop,5605;,Universitätsallee,HVV,KVG,platform,"Lüneburg, Scharnhorststraße (Ost)",no,yes,53.2300910,10.4052614,270544778,,,,,,,,,,,,,,,,,,,,,,,,,
1,yes,bus_stop,5605;,Universitätsallee,HVV,KVG,platform,"Lüneburg, Scharnhorststraße Ost",no,yes,53.2288147,10.4056721,270748838,,,,,,,,,,,,,,,,,,,,,,,,,
2,,bus_stop,,Bei Mönchsgarten,HVV,KVG,platform,"Lüneburg, Bei Mönchsgarten",no,limited,53.2529278,10.3904939,293938387,no,5009;ASM,no,,,,,,,,,,,,,,,,,,,,,,
3,yes,bus_stop,5015; 5110; 5901; 5918,Hermann-Löns-Straße,HVV,KVG,platform,"Lüneburg, Hermann Löns Straße",yes,,53.2611082,10.4357546,298512342,,,,,,,,,,,,,,,,,,,,,,,,,
4,yes,bus_stop,5007; 5110; 5901; 5918,Hermann-Löns-Straße,HVV,KVG,platform,"Lüneburg, Hermann Löns Straße",yes,,53.2609792,10.4357131,298512345,,,,,,,,,,,,,,,,,,,,,,,,,
5,yes,bus_stop,5011;5014,Wilhelm-Leuschner-Straße,HVV,KVG,platform,"Lüneburg, Wilhelm-Leuschner-Straße",yes,limited,53.2363470,10.4442936,304485121,yes,,no,yes,20141012,no,,,,,,,,,,,,,,,,,,,
6,yes,bus_stop,5011;5014,Graf-von-Moltke-Straße,HVV,KVG,platform,"Lüneburg, Graf-von-Moltke-Straße",yes,,53.2372693,10.4385436,304485122,yes,,yes,yes,20141012,no,,,,,,,,,,,,,,,,,,,
7,yes,bus_stop,5011;5014;5300;5361;5362:5405;5700;5920;5120,St.-Stephanus-Platz,HVV,KVG,platform,"Lüneburg, St.-Stephanus-Platz",yes,yes,53.2385554,10.4347836,304485123,yes,,yes,yes,20141012,no,"Lüneburg, St.-Stephanus-Platz",,,,,,,,,,,,,,,,,,
8,yes,bus_stop,5011;5601,Konrad-Adenauer-Straße,HVV,KVG,platform,"Lüneburg, Konrad-Adenauer-Straße",no,,53.2377656,10.4319275,304485135,yes,,yes,yes,20141012,no,,yes,,,,,,,,,,,,,,,,,
9,yes,bus_stop,5011,Waldfriedhof,HVV,KVG,platform,"Lüneburg, Waldfriedhof",yes,yes,53.2361294,10.4296530,304485136,yes,,no,yes,20141012,no,,,,,,,,,,,,,,,,,,,
10,yes,bus_stop,5011,Schäferfeld,HVV,KVG,platform,"Lüneburg, Schäferfeld",no,,53.2378491,10.4287246,304485137,no,,no,yes,20141012,no,"Lüneburg, Schäferfeld",,,,,,,,,,,,,,,,,,
11,yes,bus_stop,5011,Kurt-Schumacher-Straße,HVV,KVG,platform,"Lüneburg, Kurt-Schuhmacher-Straße",no,,53.2401354,10.4269383,304485138,no,,no,yes,20141012,no,"Lüneburg, Kurt-Schumacher-Straße",no,,,,,,,,,,,,,,,,,
12,,bus_stop,5011,Blümchensaal,HVV,KVG,platform,"Lüneburg, Blümchensaal",no,,53.2433336,10.4230445,304485140,no,,no,no,20141012,no,"Lüneburg, Blümchensaal",,2021-05-05,,,,,,,,,,,,,,,,
13,yes,bus_stop,5010; 5014,Theodor-Heuss-Straße,HVV,KVG,platform,"Lüneburg, Theodor-Heuss-Straße",yes,,53.2462219,10.4329576,304911409,yes,,no,yes,20141026,no,,,,,,,,,,,,,,,,,,,
14,yes,bus_stop,5014; 5361; 5362; 5405; 5920; 5620; 5700,Venusberg (Johanneum),HVV,KVG,platform,"Lüneburg, Venusberg (Johanneum)",yes,,53.2465477,10.4303141,304911410,yes,,no,yes,20141012,no,,,,,,,,,,,,,,,,,,,
15,yes,bus_stop,5014,Ziegelkamp,HVV,KVG,platform,"Lüneburg, Ziegelkamp",yes,,53.2474105,10.4276158,304911411,yes,,yes,yes,20141012,no,,,,,,,,,,,,,,,,,,,
16,yes,bus_stop,5007;5010;5011;5012;5014;5015;5100;5110;5300;5361;5901;5918;5920,Am Schützenplatz,HVV,KVG,platform,"Lüneburg, Am Schützenplatz",no,,53.2487451,10.4236403,304911412,no,,no,yes,20141026,no,,,,,,,,,,,,,,,,,,,
17,,bus_stop,5012,Wichernstraße,HVV,KVG,platform,"Lüneburg, Wichernstraße",,,53.2268409,10.3977920,322048072,,,,,,,,,,,,,,,,,,,,,,,,,
18,,bus_stop,5012,Anna-Vogeley-Heim,HVV,KVG,platform,"Lüneburg, Anna-Vogeley-Heim",,,53.2251001,10.3984829,322048074,,,,,,,,,,,,,,,,,,,,,,,,,
19,yes,bus_stop,,Am Elsenbruch,HVV,KVG,platform,"Lüneburg, Am Elsenbruch",,,53.2245326,10.4012942,322051798,,,,,,,,,,,,,,,,,,,,,,,,,
20,,bus_stop,5012,Röntgenstraße / Kirche,HVV,KVG,platform,"Lüneburg, Röntgenstraße (Kirche)",,,53.2227054,10.4024801,322051837,,,,,,,,,,,,,,,,,,,,,,,,,
21,,bus_stop,5012,Röntgenstraße,HVV,KVG,platform,"Lüneburg, Röntgenstraße",,,53.2207693,10.4028648,322051838,,,,,,,,,,,,,,,,,,,,,,,,,
22,,bus_stop,5012,Planckstraße,HVV,KVG,platform,"Lüneburg, Planckstraße",,,53.2192047,10.4047170,322053787,,,,,,,,,,,,,,,,,,,,,,,,,
23,yes,bus_stop,,Reichenbachplatz,HVV,KVG,platform,"Lüneburg, Reichenbachplatz",yes,yes,53.2531248,10.4106941,332563449,yes,,yes,yes,,,,,,Kein Kasseler Bord,,,,,,,,,,,,,,,
24,yes,bus_stop,5002; 5010; 5014,Bürgeramt,HVV,KVG,platform,"Lüneburg, Bürgeramt",no,,53.2522431,10.4092892,333235522,no,,yes,yes,,,,,,,,,,,,,,,,,,,,,
25,yes,bus_stop,,Reichenbachplatz,HVV,KVG,platform,"Lüneburg, Reichenbachplatz",yes,,53.2528422,10.4105282,333258136,yes,,yes,,,,,,,,,,,,,,,,,,,,,,
26,yes,bus_stop,,Meisterweg,HVV,KVG,platform,"Lüneburg, Meisterweg",,,53.2599086,10.4317204,349269969,,,,,,,,,,,,,,,,,,,,,,,,,
27,yes,bus_stop,5007; 5015; 5110; 5900; 5901; 5931,Meisterweg,HVV,KVG,platform,"Lüneburg, Meisterweg",,,53.2598293,10.4319211,349269971,,,,,,,,,,,,,,,,,,,,,,,,,
28,yes,bus_stop,5015,Hansestraße,HVV,KVG,platform,"Lüneburg, Hansestraße",yes,,53.2555935,10.4261391,349269973,yes,,yes,yes,20141213,no,,yes,,,,,,,,,,,,,,,,,
29,yes,bus_stop,5015,Hansestraße,HVV,KVG,platform,"Lüneburg, Hansestraße",no,,53.2553319,10.4263779,349269974,no,,no,yes,20141213,no,,yes,,,,,,,,,,,,,,,,,
30,yes,bus_stop,5007; 5015,Henningstraße,HVV,KVG,platform,"Lüneburg, Henningstraße",,,53.2525633,10.4233245,349269976,,,,,,,,,,,,,,,,,,,,,,,,,
31,yes,bus_stop,5007; 5015,Henningstraße,HVV,KVG,platform,"Lüneburg, Henningstraße",,,53.2524243,10.4234313,349269977,,,,,,,,,,,,,,,,,,,,,,,,,
32,yes,bus_stop,5007; 5012; 5015,Pulverweg (Nord),HVV,KVG,platform,"Lüneburg, Pulverweg Nord",no,,53.2511748,10.4224580,349269979,,,no,,,,,,,,,,,,,,,,,,,,,,
33,,bus_stop,5011,Blümchensaal,HVV,KVG,platform,"Lüneburg, Blümchensaal",no,,53.2431934,10.4230100,349269980,no,,no,no,20141012,no,"Lüneburg, Blümchensaal",,2021-05-05,,,,,,,,,,,,,,,,
34,yes,bus_stop,5011,Kurt-Schumacher-Straße,HVV,KVG,platform,"Lüneburg, Kurt-Schuhmacher-Straße",no,,53.2405006,10.4261700,349269981,no,,no,yes,20141012,no,"Lüneburg, Kurt-Schumacher-Straße",yes,,,,,,,,,,,,,,,,,
35,yes,bus_stop,5011,Schäferfeld,HVV,KVG,platform,"Lüneburg, Schäferfeld",no,,53.2377597,10.4285451,349269983,no,,no,yes,20141012,no,"Lüneburg, Schäferfeld",,,,,,,,,,,,,,,,,,
36,yes,bus_stop,5011;5610,Konrad-Adenauer-Straße,HVV,KVG,platform,"Lüneburg, Konrad-Adenauer-Straße",no,,53.2377201,10.4313127,349269984,no,,no,yes,20141012,no,,,,,,,,,,,,,,,,,,,
37,yes,bus_stop,5011;5014;5361;5362,St.-Stephanus-Platz,HVV,KVG,platform,"Lüneburg, St.-Stephanus-Platz",yes,yes,53.2383835,10.4348131,349277045,yes,,yes,yes,20141012,no,"Lüneburg, St.-Stephanus-Platz",,,,,,,,,,,,,,,,,,
38,yes,bus_stop,5011;5014,Graf-von-Moltke-Straße,HVV,KVG,platform,"Lüneburg, Graf-von-Moltke-Straße",no,,53.2366261,10.4398100,349277050,no,,yes,yes,20141012,no,,,,,,,,,,,,,,,,,,,
39,yes,bus_stop,5011,Wilhelm-Leuschner-Straße,HVV,KVG,platform,"Lüneburg, Wilhelm-Leuschner-Straße",no,,53.2361980,10.4439324,349277053,no,,no,no,20141012,no,,,,,,,,,,,,,,,,,,,
40,yes,bus_stop,5014,Wilhelm-Leuschner-Straße,HVV,KVG,platform,"Lüneburg, Wilhelm-Leuschner-Straße",no,limited,53.2360020,10.4439416,349277058,no,,no,no,20141012,no,,,,,,,,,,,,,,,,,,,
41,yes,bus_stop,5014,Theodor-Haubach-Straße,HVV,KVG,platform,"Lüneburg, Theodor-Haubach-Straße",no,limited,53.2341433,10.4422643,349277062,no,,no,no,20141012,no,,,,,,,,,,,,,,,,,,,
42,yes,bus_stop,,Theodor-Haubach-Straße,HVV,KVG,platform,"Lüneburg, Theodor-Haubach-Straße",no,limited,53.2342571,10.4424649,349277066,no,,no,no,20141012,no,,,,,,,,,,,,,,,,,,,
43,yes,bus_stop,5014,Bülows Kamp,HVV,KVG,platform,"Lüneburg, Bülows Kamp",yes,,53.2314995,10.4459154,349277070,yes,,no,yes,20141012,no,,,,,,,,,,,,,,,,,,,
44,yes,bus_stop,5014,Klosterkamp,HVV,KVG,platform,"Lüneburg, Klosterkamp",yes,,53.2292609,10.4460096,349277075,yes,,no,no,20141012,no,,,,,,,,,,,,,,,,,,,
45,,bus_stop,5014,Hermann-Wagner-Straße,HVV,KVG,platform,"Lüneburg, Hermann-Wagner-Straße",no,,53.2288883,10.4441928,349277080,no,,no,yes,20141012,no,,,2021-05-07,,,,,,,,,,,,,,,,
46,yes,bus_stop,5014,Theodor-Haubach-Straße,HVV,KVG,platform,"Lüneburg, Theodor-Haubach-Straße",yes,limited,53.2347056,10.4433511,349277083,yes,,no,yes,20141012,no,,yes,,,,,,,,,,,,,,,,,
47,yes,bus_stop,5014,Hinrich-Wilhelm-Kopf-Straße,HVV,KVG,platform,"Lüneburg, Hinrich-Wilhelm-Kopf-Straße",no,,53.2393598,10.4337268,349277089,no,,no,yes,20141012,no,"Lüneburg, Hinrich-Wilhelm-Kopf-Straße",,,,,,,,,,,,,,,,,,
48,yes,bus_stop,5010;5014,Theodor-Heuss-Straße,HVV,KVG,platform,"Lüneburg, Theodor-Heuss-Straße",no,,53.2462441,10.4326212,349277092,no,,no,yes,20141026,no,,,,,,,,,,,,,,,,,,,
49,yes,bus_stop,5014; 5201; 5361; 5600; 5702; 5920,Venusberg (Johanneum),HVV,KVG,platform,"Lüneburg, Venusberg (Johanneum)",no,,53.2464494,10.4297024,349277097,no,,yes,yes,20141210,no,,,,,,,,,,,,,,,,,,,
50,yes,bus_stop,5014,Ziegelkamp,HVV,KVG,platform,"Lüneburg, Ziegelkamp",no,,53.2476202,10.4275306,349277100,no,,no,no,20141012,no,,,,,,,,,,,,,,,,,,,
51,yes,bus_stop,,Am Sande,HVV,,platform,"Lüneburg, Am Sande A",yes,yes,53.2477583,10.4107075,364332228,yes,5001;5003;5007;5011;5012;5015;5600;5605;5700,no,yes,,,"Lüneburg, Am Sande (BereichA)",yes,,,A,,,,,,,,,,,,,,
52,yes,bus_stop,,Am Sande,HVV,,platform,"Lüneburg, Am Sande D",yes,yes,53.2475750,10.4107411,364332233,yes,5005;5007;5011;5014;5015;5300;5304;5601,no,yes,,,"Lüneburg, Am Sande (Bereich D)",yes,,,D,,,,,,,,,,,,,,
53,yes,bus_stop,,Am Sande,HVV,,platform,"Lüneburg, Am Sande C",yes,yes,53.2476477,10.4111643,364332237,yes,5001;5010;5012;5100;5110;5361;5900,no,yes,,,"Lüneburg, Am Sande (Bereich C)",yes,,,C,,,,,,,,,,,,,,
54,yes,bus_stop,,Am Sande,HVV,,platform,"Lüneburg, Am Sande B",no,yes,53.2479237,10.4113761,364332242,no,5002;5005;5009;5010;5013;5014;5200,no,yes,,,"Lüneburg, Am Sande (Bereich B)",yes,,Kein Kasseler Bord vorhanden,B,,,,,,,,,,,,,,
55,,bus_stop,,Oedeme Dorf,HVV,KVG,platform,"Lüneburg, Oedeme Dorf",yes,,53.2289420,10.3769693,369962274,yes,5007;5201;5203;ASM,no,yes,,,,,2021-02-03,,,,,,,,,,,,,,,,
56,,bus_stop,,Oedeme Dorf,HVV,KVG,platform,"Lüneburg, Oedeme Dorf",yes,,53.2288613,10.3761154,369968855,yes,5007;5201;5203;5920;ASM,no,yes,,,,,2021-02-03,"Kein Kasseler Bord, aber Hochbord",,,,,,,,,,,,,,,
57,,bus_stop,,Im Kamp,HVV,KVG,platform,"Lüneburg, Im Kamp",no,,53.2222253,10.3850765,369974664,no,5007;5920;ASM,no,,,,,,,,,,,,,,,,,,,,,,
58,yes,bus_stop,,Scharnhorststraße/DJH,HVV,KVG,platform,"Lüneburg, Scharnhorststraße/DJH",no,,53.2300297,10.3971229,370660701,,,yes,,,,,,,,,,,,,,,,,,,,,,
59,yes,bus_stop,5011;5012;5600;5605,Blücherstraße,HVV,KVG,platform,"Lüneburg, Blücherstraße",yes,,53.2311691,10.4000814,370660953,yes,,yes,,,,,,,,,yes,,,,,,,,,,,,,
60,,bus_stop,,Imkerstieg,HVV,KVG,platform,"Lüneburg, Imkerstieg",yes,,53.2746341,10.3887620,386915979,yes,5005;ASM,no,yes,,,,yes,,,,,,,,,,,,,,,,,
61,yes,bus_stop,5006; 5007,Neue Straße,HVV,KVG,platform,"Adendorf, Neue Straße",no,,53.2745250,10.4313280,387439258,no,,no,,,,,,2021-05-22,,,,Position eingemessen,618398,,,,,,,,,,,
62,,bus_stop,,Danziger Weg,HVV,KVG,platform,"Adendorf, Danziger Weg",yes,,53.2816633,10.4383568,387439282,yes,,yes,,,,,no,2021-03-06,,,,,,,,,,,,,,,,
63,yes,bus_stop,,MTV-Platz,HVV,KVG,platform,"Lüneburg, MTV-Platz",yes,,53.2353498,10.4049563,387487106,,,no,yes,,,,,,Kein Kasseler Bord,,,,,,,,,,,,,,,
64,yes,bus_stop,5011,Kurpark,HVV,KVG,platform,"Lüneburg, Kurpark",no,,53.2384105,10.4043801,387487107,yes,,no,yes,,,,no,,Kein Kasseler Bord,,,,,,,,,,,,,,,
65,yes,bus_stop,,Kurpark,HVV,KVG,platform,"Lüneburg, Kurpark",yes,,53.2381017,10.4046576,387487108,yes,,yes,yes,,,,no,,Kasseler Bord vorhanden,,,,,,,,,,,,,,,
66,yes,bus_stop,,Uelzener Straße (Kurzentrum),HVV,KVG,platform,"Lüneburg, Uelzener Straße (Kurzentrum)",no,yes,53.2404345,10.4044333,387487109,yes,,no,yes,,,,no,,Kein Kasseler Bord,,,,,,,,,,,,,,,
67,yes,bus_stop,,Munstermannskamp,HVV,KVG,platform,"Lüneburg, Munstermannskamp",yes,,53.2321030,10.4052689,389040610,,,no,,,,,,,,,,,,,,,,,,,,,,
68,,bus_stop,5011;5203;5920,Osterwiese,HVV,KVG,platform,"Lüneburg, Osterwiese",yes,,53.2148267,10.3746107,403012157,yes,,no,yes,,,,,,,,,,,,,,,,,,,,,
69,,bus_stop,5011;5203;5920,Klosterweg,HVV,KVG,platform,"Lüneburg, Klosterweg",yes,,53.2117385,10.3719940,403012162,yes,,no,yes,,,,,,,,,,,,,,,,,,,,,
70,yes,bus_stop,"5007, 5700",Ginsterweg,HVV,KVG,platform,"Lüneburg, Ginsterweg",no,,53.2326736,10.3959836,409745030,no,,no,yes,,,,,,Kein Kasseler Bord,,,,,,,,,,,,,,,
71,yes,bus_stop,5011;5600,Am Schwalbenberg,HVV,KVG,platform,"Lüneburg, Am Schwalbenberg",yes,,53.2459133,10.4223308,410742086,yes,,no,yes,20141012,no,,,,,,,,,,,,,,,,,,,
72,yes,bus_stop,5011,Am Schwalbenberg,HVV,KVG,platform,"Lüneburg, Am Schwalbenberg",no,,53.2460854,10.4222754,410742087,no,,no,yes,20141012,no,,,,,,,,,,,,,,,,,,,
73,yes,bus_stop,5002;5003;5005;5007;5009;5010;5011;5013;5014;5015;5200;5202;5405;5600;5601;5605;5606;5700;5702,Wallstraße (Theater),HVV,KVG,platform,"Lüneburg, Wallstraße (Theater)",yes,,53.2456820,10.4072015,410750968,yes,,yes,yes,,,,yes,,,,,,,,,,,,,,,,,
74,yes,bus_stop,5003;5007;5011;5300,Postamt,HVV,KVG,platform,"Lüneburg, Postamt",yes,,53.2429593,10.4038332,410750969,yes,,no,yes,,,,yes,2021-06-13,Kein Kasseler Bord vorhanden,,,,,,,,,,,,,,,
75,yes,bus_stop,5011;5600;5601;5605;5920,Uelzener Straße (Kurzentrum),HVV,KVG,platform,"Lüneburg, Uelzener Straße (Kurzentrum)",yes,yes,53.2410330,10.4041302,410750970,yes,,yes,yes,,,,,,Kasseler Bord vorhanden,,,,,,,,,,,,,,,
76,yes,bus_stop,5011,MTV-Platz,HVV,KVG,platform,"Lüneburg, MTV-Platz",no,,53.2346178,10.4048097,410750971,no,,no,yes,,,,,,Kein Kasseler Bord,,,,,,,,,,,,,,,
77,yes,bus_stop,5011;5012;5600;5605,Munstermannskamp,HVV,KVG,platform,"Lüneburg, Munstermannskamp",no,,53.2319862,10.4050820,410750972,,,no,,,,,,,,,,,,,,,,,,,,,,
78,,bus_stop,,Hasenburg,HVV,KVG,platform,"Lüneburg, Hasenburg",yes,yes,53.2255233,10.3940989,410751815,,,,,,,,,,,,,,,,,,,,,,,,,
79,,bus_stop,5007;5011;5920,Hasenburg,HVV,KVG,platform,"Lüneburg, Hasenburg",no,yes,53.2256421,10.3938541,410751818,,,,,,,,,,,,,,,,,,,,,,,,,
80,,bus_stop,,Eintracht Sportplatz,HVV,KVG,platform,"Lüneburg, Eintracht Sportplatz",yes,,53.2211913,10.3854737,410751820,yes,5011;5203;5700;5920;ASM,no,yes,,,,,,,,,,,,,,,,,,,,,
81,,bus_stop,,Eintracht Sportplatz,HVV,KVG,platform,"Lüneburg, Eintracht Sportplatz",yes,,53.2215175,10.3867640,410751823,yes,5011;5700;5920;ASM,no,yes,,,,yes,,,,,,,,,,,,,,,,,
82,,bus_stop,5011,Am Bahnhof Rettmer,HVV,KVG,platform,"Lüneburg, Am Bahnhof Rettmer",no,,53.2194700,10.3816755,411082313,no,,no,,,,,,,,,,,,,,,,,,,,,,
83,,bus_stop,5011;5203;5920,Wiesengrund,HVV,KVG,platform,"Lüneburg, Wiesengrund",no,,53.2134269,10.3746747,411082314,no,,no,yes,,,,,,,,,,,,,,,,,,,,,
84,,bus_stop,,Pilgerpfad,HVV,KVG,platform,"Lüneburg, Pilgerpfad",yes,no,53.2099019,10.3783934,411085018,yes,5003;5011;5203;5921;5922;ASM,no,yes,,,,,,Stufe in den Bus sind recht hoch,,,,,,,,,,,,,,,
85,,bus_stop,5011;5203;5920;ASM,Am Wischfeld,HVV,KVG,platform,"Lüneburg, Am Wischfeld",yes,,53.2112187,10.3882696,411100376,yes,,yes,,,,,,,,,,,,,,,,,,,,,,
86,,bus_stop,,Hessenweg (Mitte),HVV,KVG,platform,"Lüneburg, Hessenweg (Mitte)",yes,,53.2138366,10.3879839,411100377,yes,5003;5011;5203;5921;5922;ASM,no,,,,,,,,,,,,,,,,,,,,,,
87,,bus_stop,,Am Bäckfeld,HVV,KVG,platform,"Lüneburg, Am Bäckfeld Post",yes,,53.2166547,10.3886319,411100378,yes,5003;5011;5203;5921;5922;ASM,no,,,,,,,,,,,,,,,,,,,,,,
88,,bus_stop,,Häcklinger Weg,HVV,KVG,platform,"Lüneburg, Häcklinger Weg",no,,53.2197354,10.3870370,411100381,no,5011;5203;5921;5922;ASM,no,,,,,,,,,,,,,,,,,,,,,,
89,,bus_stop,,Im Kamp,HVV,KVG,platform,"Lüneburg, Im Kamp",no,,53.2228151,10.3839930,411100383,no,5007;ASM,no,,,,,,,,,,,,,,,,,,,,,,
90,yes,bus_stop,5201,Stadttheater,HVV,KVG,platform,"Lüneburg, Stadttheater",yes,yes,53.2439859,10.4076949,414134112,yes,,no,no,,,,no,,,,,,,,,,,,,,,,,
91,yes,bus_stop,5003;5007;5011;5300,Postamt,HVV,KVG,platform,"Lüneburg, Postamt",yes,,53.2425241,10.4042123,414134114,yes,,yes,no,,,,,,Kein Kasseler Bord vorhanden,,,,,,,,,,,,,,,
