name,x,y,osmid,passengers,cluster
"Horndorf, Zur Doven Elbe",10.5885781,53.2144044,413541248,0,
"Reinstorf, Hauptstraße",10.5723353,53.2342885,8716573169,4,15.0
Forsthaus,10.3455259,53.1658521,1509822736,0,
"Barum, Abzweig Horburg",10.404422,53.353689,8717776249,16,10.0
"Barum, Am See",10.411604,53.3506593,9028751775,17,10.0
"Oerzen, Fliederstraße",10.327642,53.1921149,5239244504,0,
Hohe Luft,10.4174102,53.1751221,2075922410,9,17.0
"Bavendorf, Im Dorfe",10.6393535,53.1958992,277404766,9,9.0
"Reinstorf, Am Vitusbach",10.5723556,53.2346506,109400356,9,15.0
Neumühlener Weg,10.5683419,53.289706,317549254,7,6.0
Möhlenkamp,10.5603385,53.2898973,728601562,6,6.0
Auf der Hausstelle,10.4764512,53.217232,2117470702,0,
Feuerwehr,10.4695606,53.2158292,114244030,4,24.0
Ostlandring,10.4399979,53.242081,1736935361,0,
Freibad,10.4423226,53.2409945,285670612,7,33.0
Kreuzkamp,10.4364118,53.286404,7087531166,0,
Robert-Koch-Straße,10.4528497,53.2840109,395382564,0,
Friedhof,10.4481389,53.2855037,178823219,0,
Heinrich Heine Siedlung,10.464871,53.2786754,392592179,0,
An der Bünte,10.4601337,53.2803412,395382514,1,18.0
Heinrich-Hille-Straße,10.4428154,53.2861609,3082975140,0,
Weinbergsweg,10.4327,53.2853082,1119349016,0,
"Radenbeck, Linnenkamp",10.6277678,53.2215393,339316060,11,13.0
"Radenbeck, Dorfstraße",10.6301273,53.224299,9029022165,0,
Siedlung,10.5916573,53.2412736,8192691432,7,15.0
"Brietlingen, Am Sportplatz",10.436449,53.3191189,376360688,0,
Goebelstraße,10.4167169,53.26866,3206896896,3,35.0
"Echem, Schulstraße",10.5430609,53.3376807,2681822369,11,6.0
Grüner Weg,10.432352,53.272947,301562204,1,27.0
Lindenweg,10.4380841,53.2730333,301562172,0,
Otto-Brenner-Straße (Kehre),10.4837546,53.2364276,2362894581,9,25.0
"Brietlingen, Stettiner Ring",10.4441547,53.3134023,382011053,0,
Sternkamp,10.4057395,53.2669292,7207493398,4,35.0
Kirchweg,10.436374,53.278698,288004885,1,27.0
Bunsenstraße,10.4412818,53.2495011,301881047,0,
Bachstraße,10.4400425,53.2473918,275637762,7,25.0
Rosenkamp,10.3790788,53.2244958,369971304,13,38.0
Schmiedestraße,10.3767866,53.2247574,1602198371,15,34.0
Rehrweg,10.3725779,53.2263697,369971275,6,34.0
"Wittorf, Wiesenstraße",10.3800426,53.3322006,452899291,17,29.0
Volgershall/UNI,10.3840653,53.249349,382390323,7,49.0
Städtisches Klinikum,10.397306,53.2407753,113588289,8,51.0
"Lüdersburg, Kirchtwiete",10.5738389,53.3204039,489755257,10,6.0
Abzweigung Jürgenstorf,10.5951755,53.3304483,260371872,9,4.0
Melbeck Grundschule,10.404557,53.1787734,1524824915,0,
Gifkendorf,10.5503194,53.1892645,294218205,5,15.0
B 209,10.4945384,53.3681692,297767103,11,2.0
Gerhart-Hauptmann-Straße,10.3395324,53.2463836,319171756,9,47.0
Händelstraße,10.3420038,53.2517922,355263024,11,36.0
Alter Postweg,10.3435316,53.2525452,355265900,13,36.0
Lessingstraße,10.3398479,53.2496234,357421278,15,36.0
Am Fuchsberg,10.3473817,53.2531473,359603064,0,
Im Westerfelde,10.349476,53.2522281,336245617,0,
Behördenzentrum (Ost),10.4313902,53.2509696,301866124,4,25.0
Psychiatrische Klinik,10.3880794,53.2543494,484379283,8,44.0
Am Bruch,10.3319859,53.3020685,386775036,0,
Bei der Pferdehütte,10.4047332,53.2741646,1603400020,2,35.0
Alec-Moore-Straße,10.3812801,53.2465139,318656446,0,
Am Bargenturm,10.3985975,53.2452478,89367284,12,49.0
Heidkoppelweg,10.4689526,53.2613986,318404239,0,
Memeler Straße,10.4680489,53.2602671,318404242,8,18.0
William-Watt-Straße,10.38069,53.2448537,318656460,6,54.0
Allensteiner Straße,10.463416,53.2641335,281778288,11,18.0
"Erbstorf, Wendeplatz",10.4763614,53.2737862,275642168,0,
Jüttkenmoor,10.3849708,53.2479273,178849093,9,49.0
Am Ziegeleiteich,10.4720436,53.2599796,419272371,12,22.0
Ostlandstraße (Schule),10.3500738,53.2485861,357349548,9,47.0
Schnellenberger Weg,10.3639159,53.2477958,262620087,0,
Ostlandstraße Spielplatz,10.3433004,53.2483843,357417529,17,47.0
Am Lerchenberg,10.3674726,53.2470042,336407095,10,47.0
Am Schwarzen Berg,10.3434432,53.2453669,5363848753,12,47.0
Steinweg,10.4425957,53.2755805,430344880,1,27.0
Im Gutspark,10.4468141,53.286184,3082975156,0,
Virchowstraße,10.4469601,53.2814563,430344915,0,
Teichaue,10.449058,53.2865534,409100826,0,
Moorchaussee,10.4478643,53.2889918,312184964,0,
Kastanienallee,10.454844,53.2839238,3119436266,0,
Katzenweg,10.4572671,53.2868678,3119436360,0,
Friedrich-Ludwig-Jahn-Straße,10.4083952,53.235035,7607589705,0,
Rotes Tor,10.4097351,53.2437968,111246659,13,39.0
Goethestraße,10.4104754,53.2351006,195848633,17,40.0
Hagen Wendeplatz,10.4519518,53.2428075,208986248,0,
Hopfengarten,10.4278875,53.2510849,317279940,21,26.0
Wielandstraße,10.4108562,53.2377319,268638460,14,40.0
Hans-Steffens-Weg,10.4349723,53.2509447,120036482,7,25.0
Gaußstraße,10.4047485,53.222771,322053497,10,48.0
Heinrich-Böll-Straße,10.4039471,53.2267352,273712613,3,52.0
Carl-von-Ossietzky-Straße,10.4015929,53.2275296,275907714,0,
Otto-Brenner-Straße,10.478437,53.2423045,3087504050,6,19.0
Flugplatz,10.4592049,53.2448717,119994939,0,
Walter-Bötcher-Straße,10.4459578,53.2455633,373161853,0,
Stadtkoppel,10.4492537,53.2461948,302304521,7,25.0
Kurt-Höbold-Straße,10.4778019,53.2402935,7043202191,7,19.0
Richard-Brauer-Straße,10.4429666,53.2447657,2843007891,5,25.0
Elso-Klöver-Straße,10.477347,53.2465791,3699972417,0,
Gellersstraße,10.4300483,53.2478555,301866208,10,33.0
Wilhelm-Fressel-Straße,10.4760492,53.2390287,7043202216,8,19.0
Große Hof,10.3745541,53.1342237,5849955401,7,11.0
Abzw. Betzendorf,10.3727202,53.1351636,8526782425,3,11.0
Schildsteinweg,10.3914278,53.2407532,196043670,0,
Bauerholzweg,10.3722547,53.1388961,976986466,7,11.0
Kampweg,10.382554,53.1578114,276968755,5,11.0
Wiesenweg,10.3829747,53.1602771,511089699,4,11.0
Mühlenberg,10.3710862,53.1423653,976986438,9,11.0
Bokenkamp,10.3636165,53.1457606,277261028,8,11.0
Finanzamt,10.4121817,53.2554488,302887839,7,27.0
Auf dem Schmaarkamp,10.4105509,53.2603115,313957909,6,35.0
Auf der Hude,10.4136152,53.2583328,1588318071,0,
Tennispark,10.3849925,53.2598361,2041723022,12,44.0
Kiefernweg,10.3526052,53.2753237,1305577576,15,41.0
Brockwinkler Weg,10.3866216,53.256493,287098772,6,44.0
Dachtmisser Weg,10.3477471,53.2780348,286287619,8,41.0
Niendorfer Weg,10.4727397,53.2140252,703728543,5,24.0
Große Straße,10.4871138,53.3709802,7284444420,1,2.0
"Göddingen, Wöppenberg",10.7610009,53.2566452,311219666,6,5.0
"Göddingen, Am Fischteich",10.7642906,53.2535523,311219673,6,5.0
Neu Oerzen,10.3184746,53.1792981,7023976079,6,12.0
"Wendhausen, Im Ort",10.5670338,53.2506276,8708023922,5,16.0
"Melbeck, Gymnasium",10.4156375,53.1785399,8390221907,5,17.0
Ebstorfer Straße,10.4043018,53.1789627,1624952652,6,11.0
"Barendorf, Dorfstraße",10.5212258,53.2244543,185936322,10,20.0
Neu Häcklingen,10.4055348,53.2094134,1602107135,8,32.0
Am Rischpool,10.3791154,53.1810146,5234486266,4,21.0
Robert-Schumann-Straße,10.433913,53.2900786,942482191,2,18.0
Königsberger Weg,10.4398725,53.2834046,387439300,0,
Kornblumenweg,10.4327786,53.2876679,445774035,0,
Röthenweg,10.4327278,53.2859085,302900001,1,18.0
Zeltberg,10.4069669,53.2650556,313954414,4,35.0
Dorfplatz,10.3501768,53.2783682,7510268775,10,41.0
Am Stadtberg,10.3588328,53.2733993,287436861,0,
Pumpenstation,10.3675583,53.2652064,4065795354,5,41.0
Friedhofsweg,10.3471319,53.2765812,286287601,9,41.0
Heimathaus,10.7250696,53.2951218,319992028,5,3.0
Marschweg,10.7201811,53.2971121,355298835,6,3.0
"Bleckede, Auf dem Kamp",10.7366005,53.2891135,275652358,1,3.0
Saatbau,10.7403748,53.2850418,319969924,0,
Fähranleger,10.7342034,53.2977944,1801632891,2,5.0
Buendorf,10.7519136,53.1843834,1838158752,6,0.0
Quickborn,10.7529866,53.1861215,1432208149,5,0.0
"Nindorf bei Bleckede, L222",10.7428188,53.2618189,6445357812,0,
"Bleckede, Dahlenburger Straße",10.741308,53.2790683,320064688,6,3.0
"Bleckede, Waldfrieden",10.7436216,53.2717076,319974894,0,
"Neu Wendischthun, Abzweig",10.78729,53.3036952,747323812,4,
Neu Wendischthun,10.7761113,53.3050591,747323812,4,3.0
Vor der Westermarsch,10.3846317,53.2957478,566592806,16,29.0
"Artlenburg, Elbdeich",10.4826681,53.3751486,2307579589,0,
Scharnebecker Straße,10.4479667,53.3317514,3019763968,7,2.0
"Rullstorf, Am Neetzekanal",10.5589707,53.2965617,3749693091,0,
"Vastorf, Abzweigung Bahnhof",10.5499284,53.1989822,278806832,6,15.0
Denkmal,10.4432224,53.333012,1839897577,11,2.0
"Brietlingen, Ort",10.4452223,53.3302669,7623285536,0,
"Walmsburg, Bruchdorfer Straße",10.8482356,53.2391409,2481243764,5,5.0
"Garze, Große Straße 29",10.6950179,53.3072631,7611446379,4,8.0
"Nutzfelde, Am Walde",10.5173332,53.2686827,846062334,4,19.0
Vrestorfer Weg,10.4260987,53.2788106,2332372281,11,27.0
Thiessendörper Weg,10.3910124,53.2890091,393141179,14,37.0
Am Diemel,10.4009785,53.1803408,8479006739,5,17.0
Ätzberg,10.3949058,53.1774491,578361745,6,11.0
"Hittbergen, Roggenberg",10.5960677,53.3481539,2269708054,0,
Südergellerser Weg,10.2524476,53.232284,301567834,17,14.0
Hauptstraße (L 216),10.2483036,53.2329848,571528159,19,14.0
Teufelsküche,10.384344,53.2382175,277251847,9,54.0
Im Dorfe,10.2918703,53.2313242,266917061,22,31.0
Neu Süttorf,10.6839508,53.2731495,3133820777,5,3.0
Am Dorfplatz,10.624862,53.2653005,322526004,0,
"Sülbeck, An den Eichen (L 221)",10.56262,53.2652483,767341122,2,16.0
Bühringsmoor,10.3594187,53.2922837,566580956,10,30.0
Radbrucher Weg,10.3622233,53.2903712,8723627995,12,30.0
Wendeplatz,10.3564185,53.2938238,566580954,14,7.0
Witwenkamp,10.3650642,53.2891832,448194685,15,30.0
Ernst-Braune-Straße,10.388196,53.23946,319008950,7,51.0
"Hittbergen, Kirche",10.5892276,53.3445894,1277149593,5,4.0
Leuphana,10.4010697,53.2300356,5249245058,0,
Ort,10.5142698,53.2520864,8526739908,4,19.0
"Neu Neetze, Am Milchberg",10.6495418,53.2888391,4363688126,0,
"Neu Neetze, Birkenhof",10.6532373,53.2920806,1286093175,10,13.0
"Bleckeder Moor, Abzweigung",10.6580057,53.3008983,3751608111,0,
"Karze, Auf dem Weel",10.6683701,53.3107637,1897714546,8,8.0
Große Straße 71,10.6846002,53.3088173,2406049718,4,8.0
Große Straße 3,10.7061658,53.3016323,2406049696,7,3.0
Lüner Rennbahn,10.4227875,53.2748865,346183826,0,
Schlachthof,10.4249277,53.2727519,1330162044,0,
Auf den Blöcken,10.4613219,53.2384976,104072787,0,
"Bleckede, Rathaus",10.7321198,53.2907814,274859677,5,3.0
Töpferdamm,10.7250404,53.2938286,425907797,0,
"Walmsburg, Kateminer Straße",10.8439138,53.2391182,386927750,7,5.0
"Barskamp, Markt",10.7837919,53.2441291,3324922587,4,5.0
"Bleckede, Elbweg",10.7518144,53.2846395,320862727,0,
"Alt Garge, Waldbad",10.8044277,53.2580616,2936483856,8,5.0
Brennbusch,10.7549585,53.2817049,3112209667,5,3.0
Walmsburger Straße,10.7853326,53.2434432,3324922573,1,5.0
Turnhalle,10.7981006,53.265378,3371516337,6,5.0
"Bleckede, Schiedenitzweg",10.7416057,53.2800631,302553134,2,3.0
Schieringen,10.8235273,53.2335364,2481243765,8,5.0
"Reeßeln, Abzweigung",10.8611674,53.2354658,1075586972,4,9.0
"Breetze, Bokelstraße",10.709379,53.2646484,2377705328,5,3.0
"Breetze, Ziegelei",10.7152808,53.270797,320131115,3,3.0
"Artlenburg, Ost",10.5042912,53.3679135,297191245,7,2.0
Bessemerstraße,10.4128482,53.2697777,2973160630,5,35.0
SZ Kaltenmoor,10.4362805,53.2390035,1459111220,0,
Rettmer (Mitte),10.3697803,53.2139069,582819370,0,
"Oerzen, Im Dorfe",10.3244054,53.1933078,5239344687,2,21.0
"Amelinghausen, Grundschule",10.2202329,53.1251788,668998388,30,
Kastanienweg,10.1700179,53.126874,1259355587,38,12.0
Dehnsener Straße,10.1920065,53.1252587,665485671,0,
"Amelinghausen, Kirche",10.2126403,53.1245595,668998388,34,1.0
Soltauer Straße,10.2084902,53.1247475,665485671,29,
Kloster Lüne,10.4233448,53.2609955,318077802,9,22.0
Nikolaihof,10.3954401,53.2915066,2298685630,9,37.0
DRK-Heim,10.4461997,53.2801254,270948120,0,
Hasenburger Berg,10.3977854,53.2356105,395336856,12,52.0
Zentralfriedhof,10.3988728,53.2370178,268754159,14,52.0
Am Eiskeller,10.3850037,53.2362354,323190902,23,53.0
Auf dem Knieberg,10.3884282,53.2356314,305333659,14,53.0
Heidkamp,10.3931163,53.235028,2693352776,9,53.0
Meinekenhop,10.3876742,53.2375288,319010384,0,
Ringstraße,10.38936,53.2358785,175237596,20,51.0
Soltauer Straße (Kurzentrum),10.4016865,53.241219,318900995,0,
Sandfeld,10.7222326,53.2853563,4213538001,7,3.0
Kurt-Löwenstein-Schule,10.7299436,53.2881094,2936448612,0,
Clamartpark,10.4094815,53.2457263,3347854743,0,
Hasenburger Schule,10.3973858,53.2331247,395336864,12,52.0
Rosenkamp Wendeplatz,10.3809308,53.2237159,374423407,0,
Övelgönner Weg,10.3918692,53.2298285,469967662,10,52.0
Bahnhofstraße,10.380284,53.2910843,6926404073,13,30.0
St.-Nikolai-Straße (Schule),10.389031,53.2924355,430358199,14,29.0
Königsberger Straße,10.4086651,53.2627692,2988597647,7,35.0
Pieperstraße,10.3933335,53.2950296,2368355707,0,
Am Graben,10.4180528,53.2668709,299750887,7,35.0
Böcklerstraße/TÜV,10.4098875,53.2716586,299750852,4,35.0
Eisenbahnbrücke,10.4189258,53.2623711,3957759599,4,35.0
Goseburgstraße,10.4181483,53.2646288,1754660733,0,
Ilmenaucenter,10.4165325,53.2608424,181476668,8,35.0
Konrad-Zuse-Allee,10.4169116,53.2561248,268638530,6,27.0
Dorfstraße,10.4717328,53.2766905,401250060,1,
EDEKA,10.4232857,53.2813577,382366792,10,27.0
Brockwinklerweg,10.3863261,53.2570492,339699613,0,
"Wendewisch, Hittberger Straße 56",10.6336008,53.3445568,3305522864,0,
"Erbstorf, Feuerwehr",10.4742246,53.2755275,401250060,2,18.0
An der Roten Bleiche (Universität),10.4132004,53.2387357,1687409703,0,
Feldstraße (Universität),10.4137315,53.2420275,111246693,10,39.0
GHS Kreideberg,10.3982108,53.2619427,351118780,18,45.0
Herderschule,10.3913545,53.2558772,361362587,8,46.0
Spechtsweg,10.4164645,53.2323864,292566443,18,40.0
