362,node,5249245058,Leuphana,POINT (10.4010697 53.2300356),0
364,node,4363688126,"Neu Neetze, Am Milchberg",POINT (10.6495418 53.2888391),0
366,node,3751608111,"Bleckeder Moor, Abzweigung",POINT (10.6580057 53.3008983),0
370,node,346183826,Lüner Rennbahn,POINT (10.4227875 53.2748865),0
371,node,1330162044,Schlachthof,POINT (10.4249277 53.2727519),0
372,node,104072787,Auf den Blöcken,POINT (10.4613219 53.2384976),0
374,node,425907797,Töpferdamm,POINT (10.7250404 53.2938286),0
377,node,320862727,"Bleckede, Elbweg",POINT (10.7518144 53.2846395),0
390,node,1459111220,SZ Kaltenmoor,POINT (10.4362805 53.2390035),0
391,node,582819370,Rettmer (Mitte),POINT (10.3697803 53.2139069),0
395,node,665485671,Dehnsener Straße,POINT (10.1920065 53.1252587),0
400,node,270948120,DRK-Heim,POINT (10.4461997 53.2801254),0
406,node,319010384,Meinekenhop,POINT (10.3876742 53.2375288),0
408,node,318900995,Soltauer Straße (Kurzentrum),POINT (10.4016865 53.241219),0
410,node,2936448612,Kurt-Löwenstein-Schule,POINT (10.7299436 53.2881094),0
411,node,3347854743,Clamartpark,POINT (10.4094815 53.2457263),0
413,node,374423407,Rosenkamp Wendeplatz,POINT (10.3809308 53.2237159),0
418,node,2368355707,Pieperstraße,POINT (10.3933335 53.2950296),0
422,node,1754660733,Goseburgstraße,POINT (10.4181483 53.2646288),0
427,node,339699613,Brockwinklerweg,POINT (10.3863261 53.2570492),0
428,node,3305522864,"Wendewisch, Hittberger Straße 56",POINT (10.6336008 53.3445568),0
430,node,1687409703,An der Roten Bleiche (Universität),POINT (10.4132004 53.2387357),0
435,node,278240111,Abzweig Sommerbeck,POINT (10.6778814 53.1898413),0
440,node,419327205,Georg - Chors - Weg,POINT (10.2943277 53.2105163),0
441,node,456388987,"Boltersen, Bahnhofstraße",POINT (10.5663192 53.2757253),0
454,node,582947071,"St. Dionys, Gotenweg",POINT (10.397319 53.3352977),0
463,node,1067860447,"Karze, Am Rotdorn",POINT (10.6752663 53.3154938),0
469,node,1720652175,"Radegast, Pferdekoppel",POINT (10.7071268 53.3533351),0
472,node,1294141096,"Wendewisch, Hittberger Straße 59",POINT (10.6473268 53.3539936),0
478,node,260373655,"Hittbergen, Feldstraße",POINT (10.5950416 53.3443083),0
480,node,3882554551,"Hittbergen, Schönfeld",POINT (10.6152667 53.3642732),0
481,node,7342250178,Wennekath 5,POINT (10.6242331 53.2365926),0
487,node,289344634,Birkenhof,POINT (10.6980317 53.1972976),0
489,node,1838536537,Klein Sommerbeck 15,POINT (10.6785795 53.2014664),0
493,node,311593778,"Radbruch, Peerort",POINT (10.2918472 53.3168729),0
499,node,7046503994,Hamburger Landstraße,POINT (10.3868997 53.2935428),0
501,node,356905909,"Dachtmissen, Waldweg",POINT (10.3162694 53.2523063),0
502,node,7048403408,"Wittorf, Hauptstraße",POINT (10.3805995 53.3305839),0
509,node,109348618,"Horndorf, Kreuzung B 216",POINT (10.587352 53.214515),0
510,node,8526832480,"Rohstorf, Ort",POINT (10.5823456 53.2029603),0
514,node,324243468,"Neetze, Am Ried",POINT (10.6198868 53.2734573),0
515,node,1392485084,"Neu Jürgenstorf, Ahrenschulter",POINT (10.6240146 53.3161402),0
519,node,275648241,"Bleckeder Moor, Heidmoor",POINT (10.6731644 53.2995353),0
520,node,1825241579,"Bleckeder Moor, Fuchsweg",POINT (10.6903112 53.2923899),0
522,node,287014402,"Brackede, Abzweig Garlstorf",POINT (10.6996707 53.3482567),0
527,node,265791156,"Kirchgellersen, Grundschule",POINT (10.2909644 53.2342138),0
535,node,317985403,Groß Sommerbeck 3,POINT (10.6808782 53.2047377),0
536,node,1286011651,"Neu Neetze, Tennisclub",POINT (10.6168579 53.2867567),0
58,node,546443116,Danziger Weg,POINT (10.4383568 53.2816633),1
129,node,312185027,Elba,POINT (10.4271323 53.2961666),1
209,node,395382514,An der Bünte,POINT (10.4601337 53.2803412),1
218,node,301562204,Grüner Weg,POINT (10.432352 53.272947),1
223,node,288004885,Kirchweg,POINT (10.436374 53.278698),1
261,node,430344880,Steinweg,POINT (10.4425957 53.2755805),1
303,node,7284444420,Große Straße,POINT (10.4871138 53.3709802),1
316,node,302900001,Röthenweg,POINT (10.4327278 53.2859085),1
324,node,275652358,"Bleckede, Auf dem Kamp",POINT (10.7366005 53.2891135),1
380,node,3324922573,Walmsburger Straße,POINT (10.7853326 53.2434432),1
425,node,401250060,Dorfstraße,POINT (10.4717328 53.2766905),1
448,node,2332372283,Artlenburger Landstraße,POINT (10.4274564 53.2794438),1
470,node,410916180,"Radegast, Zum Kirchplatz",POINT (10.7246837 53.3451981),1
482,node,324045717,Wennekath 8,POINT (10.6322698 53.236357),1
1,node,8523611360,Lüneburger Straße,POINT (10.5227006 53.2288511),2
181,node,4338084488,Erbstorfer Landstraße,POINT (10.4778683 53.2739834),2
246,node,1603400020,Bei der Pferdehütte,POINT (10.4047332 53.2741646),2
313,node,942482191,Robert-Schumann-Straße,POINT (10.433913 53.2900786),2
326,node,1801632891,Fähranleger,POINT (10.7342034 53.2977944),2
355,node,767341122,"Sülbeck, An den Eichen (L 221)",POINT (10.56262 53.2652483),2
383,node,302553134,"Bleckede, Schiedenitzweg",POINT (10.7416057 53.2800631),2
392,node,5239344687,"Oerzen, Im Dorfe",POINT (10.3244054 53.1933078),2
429,node,401250060,"Erbstorf, Feuerwehr",POINT (10.4742246 53.2755275),2
516,node,290823737,"Rosenthal, L 219",POINT (10.6340671 53.3154685),2
0,node,1830066645,Abzweigung Bennerstedt,POINT (10.4869702 53.3146462),3
5,node,293938369,Bei Mönchsgarten,POINT (10.3904939 53.2529278),3
24,node,3790432850,"Köstorf, Abzw. Barskamp",POINT (10.7566624 53.2330487),3
26,node,369792808,Mitte / B216,POINT (10.6378781 53.1973134),3
29,node,1690093376,Anna-Vogeley-Heim,POINT (10.3984829 53.2251001),3
187,node,121136981,Schule A,POINT (10.5369096 53.2254603),3
216,node,3206896896,Goebelstraße,POINT (10.4167169 53.26866),3
276,node,273712613,Heinrich-Böll-Straße,POINT (10.4039471 53.2267352),3
288,node,8526782425,Abzw. Betzendorf,POINT (10.3727202 53.1351636),3
387,node,320131115,"Breetze, Ziegelei",POINT (10.7152808 53.270797),3
456,node,275639229,"Barförde, Barförder Elbdeich 22",POINT (10.6282233 53.3678943),3
476,node,8718605728,"Garlstorf, Schmiede",POINT (10.6600421 53.3498813),3
523,node,482156862,"Barförde, Poggenort",POINT (10.6433558 53.3604898),3
2,node,4363687998,"Karze, An den Hauskoppeln",POINT (10.6739869 53.314295),4
21,node,311743901,"Radbruch, Schäfer-Ast-Straße",POINT (10.2858188 53.3115371),4
27,node,319989751,Breetzer Straße,POINT (10.7248594 53.2821702),4
34,node,323130818,Neetzebrücke,POINT (10.6150702 53.2650616),4
152,node,30093348,K 2 / Zum Bahnhof,POINT (10.528343 53.2892813),4
191,node,8716573169,"Reinstorf, Hauptstraße",POINT (10.5723353 53.2342885),4
202,node,114244030,Feuerwehr,POINT (10.4695606 53.2158292),4
222,node,7207493398,Sternkamp,POINT (10.4057395 53.2669292),4
243,node,301866124,Behördenzentrum (Ost),POINT (10.4313902 53.2509696),4
292,node,511089699,Wiesenweg,POINT (10.3829747 53.1602771),4
312,node,5234486266,Am Rischpool,POINT (10.3791154 53.1810146),4
317,node,313954414,Zeltberg,POINT (10.4069669 53.2650556),4
332,node,747323812,"Neu Wendischthun, Abzweig",POINT (10.78729 53.3036952),4
333,node,747323812,Neu Wendischthun,POINT (10.7761113 53.3050591),4
342,node,7611446379,"Garze, Große Straße 29",POINT (10.6950179 53.3072631),4
343,node,846062334,"Nutzfelde, Am Walde",POINT (10.5173332 53.2686827),4
363,node,8526739908,Ort,POINT (10.5142698 53.2520864),4
368,node,2406049718,Große Straße 71,POINT (10.6846002 53.3088173),4
376,node,3324922587,"Barskamp, Markt",POINT (10.7837919 53.2441291),4
385,node,1075586972,"Reeßeln, Abzweigung",POINT (10.8611674 53.2354658),4
420,node,299750852,Böcklerstraße/TÜV,POINT (10.4098875 53.2716586),4
421,node,3957759599,Eisenbahnbrücke,POINT (10.4189258 53.2623711),4
461,node,290823730,"Rosenthal, Ortsmitte",POINT (10.6335663 53.3112261),4
466,node,3751608250,"Neu Neetze, Haus Nr. 50",POINT (10.6323779 53.301733),4
467,node,287014411,"Garlstorf, Dorfstraße 36",POINT (10.676738 53.3499558),4
468,node,513951024,"Garlstorf, Dorfstraße 68",POINT (10.6697376 53.3511113),4
471,node,482156873,"Radegast, Elbuferstraße 41",POINT (10.7162708 53.3479752),4
474,node,8716733466,"Barförde, Feuerwehr",POINT (10.6323104 53.3673472),4
483,node,1281368280,Süttorf,POINT (10.6354576 53.2479476),4
484,node,286860553,Neu Bleckede,POINT (10.7471717 53.3024296),4
486,node,1711950728,"Lemgrabe, An der Kleinbahn",POINT (10.7134588 53.1769326),4
491,node,317372769,"Barskamp, Hohe Luft",POINT (10.7771277 53.2415976),4
494,node,7950259357,"Echem, Dorfstraße",POINT (10.5331709 53.3367656),4
495,node,299136013,"Marienthal, Alte Salzstraße",POINT (10.4725373 53.3622633),4
507,node,294214964,"Vastorf, Gifkendorfer Straße",POINT (10.5461749 53.1974828),4
512,node,121136981,Schule B,POINT (10.5371366 53.2254971),4
513,node,82615634,"Ellringen, Kettelberg",POINT (10.7040434 53.2262198),4
517,node,8935642944,Vogelsang 11,POINT (10.6507453 53.3241209),4
518,node,8935642937,"Vogelsang, Ort",POINT (10.6596535 53.3242727),4
25,node,1713950571,Abzweig Radenbeck,POINT (10.6206885 53.2012926),5
32,node,322051827,Röntgenstraße,POINT (10.4028648 53.2207693),5
84,node,178848802,Vor dem Neuen Tore,POINT (10.3924213 53.2500778),5
86,node,308648777,Witzendorffstraße,POINT (10.3923654 53.2565779),5
101,node,109895066,Gut Willerding,POINT (10.4566119 53.225116),5
106,node,420381006,Deutsch Everner Weg,POINT (10.4159088 53.1860963),5
132,node,344892589,Lübbelau,POINT (10.4989646 53.2938205),5
136,node,1599748806,Von-Stern-Straße,POINT (10.4625961 53.245733),5
137,node,119994771,Eisenwerk,POINT (10.4692372 53.249358),5
144,node,4346393490,"Boltersen, Rullstorfer Straße",POINT (10.5655161 53.2754359),5
146,node,1050068557,Hauptstraße,POINT (10.5054053 53.2911209),5
150,node,339024845,Meisterstraße,POINT (10.5102281 53.2939604),5
180,node,7051227607,Abzweigung Ebensberg,POINT (10.4600774 53.2637503),5
235,node,294218205,Gifkendorf,POINT (10.5503194 53.1892645),5
283,node,2843007891,Richard-Brauer-Straße,POINT (10.4429666 53.2447657),5
291,node,276968755,Kampweg,POINT (10.382554 53.1578114),5
302,node,703728543,Niendorfer Weg,POINT (10.4727397 53.2140252),5
307,node,8708023922,"Wendhausen, Im Ort",POINT (10.5670338 53.2506276),5
308,node,8390221907,"Melbeck, Gymnasium",POINT (10.4156375 53.1785399),5
320,node,4065795354,Pumpenstation,POINT (10.3675583 53.2652064),5
322,node,319992028,Heimathaus,POINT (10.7250696 53.2951218),5
328,node,1432208149,Quickborn,POINT (10.7529866 53.1861215),5
341,node,2481243764,"Walmsburg, Bruchdorfer Straße",POINT (10.8482356 53.2391409),5
346,node,8479006739,Am Diemel,POINT (10.4009785 53.1803408),5
353,node,3133820777,Neu Süttorf,POINT (10.6839508 53.2731495),5
361,node,1277149593,"Hittbergen, Kirche",POINT (10.5892276 53.3445894),5
373,node,274859677,"Bleckede, Rathaus",POINT (10.7321198 53.2907814),5
379,node,3112209667,Brennbusch,POINT (10.7549585 53.2817049),5
386,node,2377705328,"Breetze, Bokelstraße",POINT (10.709379 53.2646484),5
389,node,2973160630,Bessemerstraße,POINT (10.4128482 53.2697777),5
443,node,728601573,Neumühlen bei Rullstorf,POINT (10.5858354 53.2874917),5
445,node,320858912,"Alt Garge, Hauptstraße",POINT (10.8022425 53.2651088),5
447,node,369829358,Alte Salzstraße,POINT (10.4557029 53.3507868),5
451,node,8245152809,Veilchenring,POINT (10.3723079 53.2104621),5
457,node,774862471,"Dahlenburg, Mittelfeld",POINT (10.7237884 53.1914733),5
473,node,8991919413,"Wendewisch, Siedlung",POINT (10.6530073 53.3488213),5
479,node,290823842,"Hittbergen, Im Kamp",POINT (10.5810492 53.34497),5
490,node,82615616,"Wiecheln, Abzweig K 26",POINT (10.6766872 53.2240294),5
511,node,1851919318,Volkstorf,POINT (10.5459413 53.2062821),5
521,node,287014402,"Garlstorf, Neu Brackede",POINT (10.6911641 53.348685),5
530,node,303148144,Tartuer Platz,POINT (10.4329656 53.2528511),5
30,node,1690093389,Am Elsenbruch,POINT (10.4012942 53.2245326),6
55,node,1658400344,Blücherstraße,POINT (10.4000814 53.2311691),6
63,node,402986884,Osterwiese,POINT (10.3746107 53.2148267),6
110,node,385545536,"Deutsch Evern, Petersberg",POINT (10.4170104 53.2056615),6
116,node,181396837,Am Kreideberg,POINT (10.4042363 53.255164),6
139,node,373161834,Hagen-Schule,POINT (10.4473637 53.2440639),6
142,node,672754332,Adendorfer Straße,POINT (10.5003095 53.2907226),6
143,node,494088099,Boltersener Straße,POINT (10.5367548 53.2835213),6
145,node,324239002,Nutzfelder Weg,POINT (10.5301085 53.2861568),6
155,node,1086281126,"Lentenau, K28",POINT (10.5054742 53.2755473),6
176,node,382009302,"Brietlingen, Moorweg",POINT (10.4397463 53.3174256),6
178,node,346183779,Schwarzer Weg,POINT (10.428384 53.2715467),6
184,node,1049251506,"Riecklingen, Abzweigung",POINT (10.7099559 53.205882),6
200,node,728601562,Möhlenkamp,POINT (10.5603385 53.2898973),6
228,node,369971275,Rehrweg,POINT (10.3725779 53.2263697),6
251,node,318656460,William-Watt-Straße,POINT (10.38069 53.2448537),6
278,node,3087504050,Otto-Brenner-Straße,POINT (10.478437 53.2423045),6
296,node,313957909,Auf dem Schmaarkamp,POINT (10.4105509 53.2603115),6
300,node,287098772,Brockwinkler Weg,POINT (10.3866216 53.256493),6
304,node,311219666,"Göddingen, Wöppenberg",POINT (10.7610009 53.2566452),6
305,node,311219673,"Göddingen, Am Fischteich",POINT (10.7642906 53.2535523),6
306,node,7023976079,Neu Oerzen,POINT (10.3184746 53.1792981),6
309,node,1624952652,Ebstorfer Straße,POINT (10.4043018 53.1789627),6
323,node,355298835,Marschweg,POINT (10.7201811 53.2971121),6
327,node,1838158752,Buendorf,POINT (10.7519136 53.1843834),6
330,node,320064688,"Bleckede, Dahlenburger Straße",POINT (10.741308 53.2790683),6
338,node,278806832,"Vastorf, Abzweigung Bahnhof",POINT (10.5499284 53.1989822),6
347,node,578361745,Ätzberg,POINT (10.3949058 53.1774491),6
381,node,3371516337,Turnhalle,POINT (10.7981006 53.265378),6
424,node,268638530,Konrad-Zuse-Allee,POINT (10.4169116 53.2561248),6
439,node,8716771655,Heinsen,POINT (10.3447019 53.1592249),6
446,node,278243150,"Eimstorf, Ort",POINT (10.6828334 53.1862227),6
449,node,2406061692,Bockelheide,POINT (10.6403465 53.2810053),6
450,node,317676997,"Wittorf, Birkenweg",POINT (10.355069 53.3270942),6
460,node,206278990,"Lüdersburg, Bachkoppelweg",POINT (10.5722596 53.3102723),6
508,node,278802893,"Vastorf, Bahnbrücke",POINT (10.5455513 53.2001171),6
531,node,1417611429,"Wendhausen, Wendenstraße",POINT (10.5608855 53.2496753),6
23,node,313574492,Abzweig Dumstorf,POINT (10.6967738 53.1893837),7
81,node,318640483,Am Grasweg,POINT (10.3881566 53.2461189),7
107,node,385545545,"Deutsch Evern, An der Ilmenau",POINT (10.4196648 53.1957057),7
135,node,1599089598,Lilienthalstraße,POINT (10.4599879 53.2437212),7
140,node,119100610,Wacholderweg,POINT (10.4425033 53.2452459),7
156,node,5113420637,"Reinstorf, Reinstorfer Kreuz",POINT (10.5684264 53.220633),7
199,node,317549254,Neumühlener Weg,POINT (10.5683419 53.289706),7
204,node,285670612,Freibad,POINT (10.4423226 53.2409945),7
214,node,8192691432,Siedlung,POINT (10.5916573 53.2412736),7
225,node,275637762,Bachstraße,POINT (10.4400425 53.2473918),7
230,node,382390323,Volgershall/UNI,POINT (10.3840653 53.249349),7
274,node,120036482,Hans-Steffens-Weg,POINT (10.4349723 53.2509447),7
281,node,302304521,Stadtkoppel,POINT (10.4492537 53.2461948),7
282,node,7043202191,Kurt-Höbold-Straße,POINT (10.4778019 53.2402935),7
287,node,5849955401,Große Hof,POINT (10.3745541 53.1342237),7
290,node,976986466,Bauerholzweg,POINT (10.3722547 53.1388961),7
295,node,302887839,Finanzamt,POINT (10.4121817 53.2554488),7
336,node,3019763968,Scharnebecker Straße,POINT (10.4479667 53.3317514),7
360,node,319008950,Ernst-Braune-Straße,POINT (10.388196 53.23946),7
369,node,2406049696,Große Straße 3,POINT (10.7061658 53.3016323),7
375,node,386927750,"Walmsburg, Kateminer Straße",POINT (10.8439138 53.2391182),7
382,node,354506387,,POINT (10.7504645 53.2821462),7
388,node,297191245,"Artlenburg, Ost",POINT (10.5042912 53.3679135),7
409,node,4213538001,Sandfeld,POINT (10.7222326 53.2853563),7
417,node,2988597647,Königsberger Straße,POINT (10.4086651 53.2627692),7
419,node,299750887,Am Graben,POINT (10.4180528 53.2668709),7
462,node,275648240,"Bleckeder Moor, Zweiter Moorweg",POINT (10.666641 53.2975978),7
524,node,3235803043,"Barförde, Elbdeich 15",POINT (10.6382803 53.3626705),7
534,node,272772967,"Gienau, Wiebecker Straße",POINT (10.6644576 53.1645591),7
16,node,301861007,Venusberg (Johanneum),POINT (10.4303141 53.2465477),8
20,node,272771855,Becklingen,POINT (10.638701 53.1685565),8
64,node,403012178,Klosterweg,POINT (10.371994 53.2117385),8
66,node,1057013365,Am Schwalbenberg,POINT (10.4223308 53.2459133),8
88,node,414191921,Naruto-Straße,POINT (10.3852786 53.2693964),8
104,node,1834313719,"Deutsch Evern, Fritz-Reuter-Straße",POINT (10.4284361 53.1939183),8
108,node,393415825,"Deutsch Evern, Wandelfeld",POINT (10.4201711 53.1978557),8
134,node,314645636,"Lemgrabe, Am Hasenberg",POINT (10.7044397 53.1711381),8
153,node,1204223255,Alte Dorfstraße,POINT (10.5397765 53.2891528),8
154,node,567004808,"Scharnebeck, Echemer Straße",POINT (10.5057743 53.297607),8
172,node,564137024,"Melbeck, Danziger Straße",POINT (10.3722583 53.1809678),8
173,node,577366509,"Embsen, Siedlung",POINT (10.3612379 53.1806562),8
177,node,309229350,Ritzkamper Weg,POINT (10.4574358 53.327569),8
231,node,113588289,Städtisches Klinikum,POINT (10.397306 53.2407753),8
244,node,484379283,Psychiatrische Klinik,POINT (10.3880794 53.2543494),8
250,node,318404242,Memeler Straße,POINT (10.4680489 53.2602671),8
286,node,7043202216,Wilhelm-Fressel-Straße,POINT (10.4760492 53.2390287),8
294,node,277261028,Bokenkamp,POINT (10.3636165 53.1457606),8
301,node,286287619,Dachtmisser Weg,POINT (10.3477471 53.2780348),8
311,node,1602107135,Neu Häcklingen,POINT (10.4055348 53.2094134),8
367,node,1897714546,"Karze, Auf dem Weel",POINT (10.6683701 53.3107637),8
378,node,2936483856,"Alt Garge, Waldbad",POINT (10.8044277 53.2580616),8
384,node,2481243765,Schieringen,POINT (10.8235273 53.2335364),8
423,node,181476668,Ilmenaucenter,POINT (10.4165325 53.2608424),8
433,node,361362587,Herderschule,POINT (10.3913545 53.2558772),8
442,node,3366247101,Im Ort,POINT (10.5308366 53.2861978),8
452,node,433017861,"Horburg, Im Winkel",POINT (10.3944561 53.3597796),8
458,node,8813390762,"Dahlenburg, Ehrenfriedhof",POINT (10.7314192 53.1888642),8
464,node,206278954,"Neu Jürgenstorf, Ort",POINT (10.6147204 53.3073398),8
465,node,206278954,"Neu Jürgenstorf, Rosenthaler Weg",POINT (10.6168856 53.3075161),8
488,node,1053087616,"Ellringen, Ellringer Neetzetal",POINT (10.703255 53.2234077),8
9,node,414692562,St.-Stephanus-Platz,POINT (10.4347836 53.2385554),9
31,node,322053789,Röntgenstraße / Kirche,POINT (10.4024801 53.2227054),9
65,node,3348587797,Ginsterweg,POINT (10.3959836 53.2326736),9
71,node,402916911,Am Bahnhof Rettmer,POINT (10.3816755 53.21947),9
72,node,403012164,Wiesengrund,POINT (10.3746747 53.2134269),9
83,node,268233024,Johanna-Stegen-Straße,POINT (10.3874009 53.2494991),9
93,node,1037002221,Laffertstraße,POINT (10.3930618 53.255513),9
130,node,9028646324,Landwehrplatz,POINT (10.3574147 53.2479717),9
159,node,8708546811,Im Wiesengrund,POINT (10.3009457 53.2311062),9
164,node,277399793,Rote Schleuse,POINT (10.410347 53.2094935),9
165,node,8524206695,"Melbeck, Uelzener Straße",POINT (10.4178352 53.1752435),9
166,node,3037235993,Bernhard-Riemann-Straße,POINT (10.4054578 53.22347),9
188,node,277260345,"Embsen, Bahnhofstraße",POINT (10.3454169 53.177286),9
196,node,2075922410,Hohe Luft,POINT (10.4174102 53.1751221),9
